Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
United Way of Bruce Grey,380 9th Street East  ,Ontario,Owen Sound,N4K 1P1,519-376-1560,execdir@unitedwaybg.com,False,False,True,False,True,False,False,False,True,True,False,False,True,False
Université de Saint-Boniface,200 Cathédrale Avenue  ,Manitoba,Winnipeg,R2H 0H7,204-237-1818,aclark@ustboniface.ca,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Université Sainte-Anne,1190 Barrington Street Suite 100,Nova Scotia,Halifax,B3H 2R4,902-424-2630, ,False,True,False,False,False,False,False,True,False,False,False,False,False,False
University of Prince Edward Island,550 University Avenue,Prince Edward Island,Charlottetown,C1A 4P3,902-628-4353, ,False,False,False,False,False,True,False,False,False,False,False,False,False,False
University of Regina,3737 Wascana Parkway,Saskatchewan,Regina,S4S0A2,306-585-4384,jacqueline.spalding@uregina.ca,False,False,False,False,False,False,False,True,False,False,False,False,False,True
University of Waterloo,200 University Avenue West,Ontario,Waterloo,N2L 3G1,519-888-4567, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
University Settlement,23 Grange Road,Ontario,Toronto,M5T 1C3,416-598-3444, ,False,False,False,False,True,False,False,False,False,False,False,True,False,True
University Settlement,6075 Yonge Street 4th Floor,Ontario,Toronto,M2M 3W2,416-218-8990, ,False,False,True,False,True,False,False,False,False,False,False,False,False,False
University Settlement,720 Spadina Avenue Suite 310,Ontario,Toronto,M5S 2T9,416-977-8325, ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Upper Canada District School Board,129 Main Street,Ontario,Hawkesbury,K6A 1A2,613-933-9626, ,False,False,False,False,True,False,True,False,False,False,True,False,False,False
Upper Canada District School Board,163 Ormond Street Unit LM,Ontario,Brockville,K6V 2L2,613-345-6781, ,False,False,False,False,True,False,True,True,False,False,True,False,False,False
Upper Canada District School Board - T.R. Leger Immigrant Services,600 McConnell Avenue,Ontario,Cornwall,K6H 4M1,613-933-9626, ,True,False,True,False,True,False,True,True,False,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),1000 East 59th Avenue,British Columbia,Vancouver,V5X 1Y7,604-713-5698, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),150 Drake Street,British Columbia,Vancouver,V6Z 2X1,604-713-5696, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),3315 East 22nd Avenue,British Columbia,Vancouver,V6J 5K8,604-713-5696, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),5488 Ortona Road,British Columbia,Vancouver,V6J 5K8,604-713-5696, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),5855 Ontario Street,British Columbia,Vancouver,V5W 2L8,604-713-5696, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Board of Education (Vancouver School Board - District 39),900 School Green,British Columbia,Vancouver,V6H 3N7,604-713-5696, ,False,False,False,False,True,False,False,False,True,False,True,False,False,True
Vancouver Community College,1155 East Broadway,British Columbia,Vancouver,V5T 1Y8,604-871-7000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vancouver Formosa Academy ,5621 Killarney Street,British Columbia,Vancouver,V5R 3W4,604-436-2332, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Vancouver Public Library,350 West Georgia Street,British Columbia,Vancouver,V6B 6B1,604-331-3624, ,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vanier Community Service Centre,290 Dupuis Street,Ontario,Vanier,K1L 1A2,613-744-2892,cscv@cscvanier.com,True,True,True,True,True,False,False,False,False,False,True,False,True,True
Vernon & District Immigrant Services Society,#100 – 3003 30th Street,British Columbia,Vernon,V1T 9J5,250-542-4177, ,True,False,True,True,True,True,True,True,False,False,False,False,True,False
Victoria Immigrant and Refugee Centre Society,3rd Floor 637 Bay Street,British Columbia,Victoria,V8T 5L2,250-361-9433, ,False,False,False,True,True,False,False,False,True,False,True,False,False,False
Vietnamese Association Toronto,11A Glen Watford Drive,Ontario,Scarborough,M1S 2B7,416-636-8887,manh@vatoronto.ca,True,False,False,False,True,False,False,False,False,False,True,True,False,False
Vietnamese Association Toronto,1364 Dundas Street West,Ontario,Toronto,M6J 1Y2,416-536-3611,manh@vatoronto.ca,True,False,False,False,True,False,False,False,False,False,True,True,False,False
Vietnamese Association Toronto,3585 Keele Street Unit 13,Ontario,Toronto,M3J 3H5,416-636-8887,manh@vatoronto.ca,True,False,False,False,True,False,False,False,False,False,True,True,False,False
Vietnamese Community Centre of Mississauga,600 Lakeshore Road East,Ontario,Mississauga,L5G 1J4,905-891-3825, ,False,False,False,False,True,False,False,True,True,False,False,False,True,False
VWAT Family Service,1756 St.Clair Avenue West,Ontario,Toronto,M6N 1J3,647-343-8928 ext. 111, ,True,False,True,False,True,False,False,False,True,False,True,True,True,True
Waterloo Catholic District School Board - St. Louis Adult Learning,135 Highland Road East,Ontario,Kitchener,N2M 3W4,519-745-1201, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Waterloo Catholic District School Board - St. Louis Adult Learning,80 Young Street,Ontario,Kitchener,L8K 2V6,519-745-1201, ,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Waverley EAL Consulting Inc.  o/a Enhanced English Skills for Employment ,1500 - 275 Portage Avenue  ,Manitoba,Winnipeg,R3B 2B3,204-927-4375,LGiesbrecht@eese.ca,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Wesley Urban Ministries,52 Catharine Street North,Ontario,Hamilton,L8R 1J1,905-528-5629, ,False,False,False,False,True,False,False,False,False,False,True,False,False,True
West Neighbourhood House,1499 Queen Street West 2nd Floor,Ontario,Toronto,M6R 1A3,416-504-3535, ,True,False,False,False,True,False,False,False,False,False,False,False,False,True
West Prince Ventures Ltd.,455 Main Street P.O. Box 368,Prince Edward Island,Alberton,C0B 1B0,902-853-3636,info.communitynavigator@cbdc.ca,False,False,True,False,True,False,False,False,True,True,True,True,True,True
West Prince Ventures Ltd.,544 Main Street,Prince Edward Island,Montague,C0A 1R0,902-853-3636,info.communitynavigator@cbdc.ca,False,False,True,False,True,False,False,False,True,True,True,True,True,True
West Prince Ventures Ltd.,55 Victoria Street East,Prince Edward Island,Kensington,C0B 1M0,902-853-3636,info.communitynavigator@cbdc.ca,False,False,True,False,True,False,False,False,True,True,True,True,True,True
Westman Immigrant Services,1001 Pacific Avenue  ,Manitoba,Brandon,R7A 0J2,204-727-6031,info@westmanimmigrantservices.ca,True,False,False,False,True,False,True,True,False,False,True,False,False,False
WIL Counselling and Training for Employment,141 Dundas Street 4th Floor,Ontario,London,N6A 1G3,519-663-0774,office@wil.ca,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Windmill Microlending ,1240 Bay Street Suite 601,Ontario,Toronto,M5R 2A7,416-360-4445, ,False,False,True,False,False,False,False,False,True,False,True,False,False,False
Windmill Microlending ,165 Avenue Road suite 300,Ontario,Toronto,M5R 3S4,416-360-4445,loanmanagement@teamwindmill.org,False,False,True,False,False,False,False,False,True,False,True,False,False,False
Windmill Microlending ,709 7015 Macleod Trail SW  ,Alberta,Calgary,T2H 2K6,403-228-9981,info@teamwindmill.org,False,False,True,False,False,False,False,False,True,False,True,False,False,False
Windmill Microlending ,5501000-8th Ave SW,Alberta,Edmonton,T2P3M7,1-855-423-2262 ext. 306,info@teamwindmill.org,False,False,True,False,False,False,False,False,True,False,True,False,False,False
Windsor Women Working with Immigrant Women,500 Ouellette Avenue,Ontario,Windsor,N9A 1B3,519-973-5588,info@wwwwiw.org,True,False,False,False,True,False,False,True,True,True,False,True,False,True
Winnipeg School Division,1577 Wall Street East,Manitoba,Winnipeg,R3E 2S5,204-947-1674,wsd1@org,True,False,True,False,True,True,False,True,False,False,False,False,False,False
Women in Need Society of Calgary,1 3525 26 Avenue SE  ,Alberta,Calgary,T2B 2M9,403-255-5102,info@womeninneed.net,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Women's Economic Council,,British Columbia,Vancouver,Canada,1-888-800-8947,info@WomensEconomicCouncil.ca,True,False,False,False,True,False,False,False,True,True,True,False,True,False
Women's Economic Council,,Newfoundland and Labrador,St. John's,Canada,1-888-800-8947,info@WomensEconomicCouncil.ca,True,False,False,False,True,False,False,False,True,True,True,False,True,False
Women's Economic Council,,Ontario,Ottawa,Canada,1-888-800-8947,info@WomensEconomicCouncil.ca,True,False,False,False,True,False,False,False,True,True,True,False,True,False
Women's Enterprise Skills Training of Windsor Inc.,647 Ouellette Avenue Suite 201,Ontario,Windsor,N9A 4J4,519-256-6621, ,True,False,True,False,True,True,False,True,False,False,False,False,True,True
WoodGreen Community Services,1491 Danforth Avenue,Ontario,Toronto,M4J 1N5,416-645-6000,ababcock@woodgreen.org,False,False,False,True,True,True,False,True,False,False,False,False,False,False
WoodGreen Community Services,260 Wellesley Street East ground floor,Ontario,Toronto,M4X 1G6,416-645-6000,ababcock@woodgreen.org,False,False,False,True,False,False,False,True,False,False,False,False,False,False
WoodGreen Community Services,815 Danforth Avenue Suite 100,Ontario,Toronto,M4J 1L2,416-645-6000,ababcock@woodgreen.org,True,False,True,True,True,False,False,False,True,False,False,False,False,True
Working Women Community Centre,1527 Victoria Park Avenue East 2nd Floor,Ontario,Toronto,M1L 2T3,416-750-9600,admin@workingwomencc.org,True,False,True,True,True,False,False,False,True,False,True,True,True,True
Working Women Community Centre,2065 Finch Avenue West Suite 106,Ontario,North York,M3N 2V7,647-346-3700,admin@workingwomencc.org,True,False,False,False,True,False,False,False,False,False,True,True,True,True
Working Women Community Centre,5 Fairview Mall Drive Suite 478,Ontario,Toronto,M2J1Z1,416-494-7978,admin@workingwomencc.org,True,False,False,False,True,False,False,True,True,False,True,True,True,False
Working Women Community Centre,533A Gladstone Avenue,Ontario,Toronto,M6H 3J1,416-532-2824,admin@workingwomencc.org,True,False,False,False,True,False,False,False,False,False,True,True,True,True
World Skills Employment Centre,219 Argyle Avenue Suite 300,Ontario,Ottawa,K2P 1H4,613-233-0453,ws@ottawa-worldskills.org,False,False,True,False,False,True,False,False,False,False,True,False,False,False
Yes Employments Services Inc (Nipissing),149 Main Street East  ,Ontario,North Bay,P1B1A9,705-476-3234, ,False,False,True,False,True,True,False,True,True,False,False,False,False,False
YMCA - Eagle Ridge Community Centre,2-301 Sparrow Hawk Drive,Alberta,Fort McMurray,T9K 0P1,780-743-9600,ContactCentre@northernalberta.ymca.ca,True,False,True,False,True,False,False,False,True,False,True,False,False,True
YMCA of Greater Halifax/Dartmouth,7071 Bayers Road Suite 104,Nova Scotia,Halifax,B3L 2C2,902-457-9622,yis@halifax.ymca.ca,True,False,True,True,True,False,False,False,True,True,False,True,True,True
YMCA of Greater Halifax/Dartmouth - YMCA Centre for Immigrant Programs,283 Main Street,Nova Scotia,Antigonish,B2G 2C3,902-457-9622,yis@halifax.ymca.ca,False,False,False,False,True,True,False,True,False,False,False,False,False,False
YMCA of Greater Halifax/Dartmouth - YMCA Centre for Immigrant Programs,49 Cornwallis Street,Nova Scotia,Kentville,B4N 2E3,902-457-9622,yis@halifax.ymca.ca,False,False,False,False,False,True,False,True,False,False,False,False,False,False
YMCA of Greater Saint John,191 Churchill Boulevard,New Brunswick,Saint John,E2K 3E2,506-693-9622,newcomerconnections@saintjohny.com,True,False,True,False,True,True,False,True,True,False,True,True,True,True
YMCA of Greater Toronto,10 Milner Business Court Suite 600,Ontario,Toronto,M1B 3C8,416-609-0218, ,True,False,True,False,True,False,True,False,False,False,True,False,False,True
YMCA of Greater Toronto,1530 Albion Road Suite 83,Ontario,Toronto,M9V 1B4,416-741-8714, ,True,False,True,False,True,False,True,False,False,False,True,False,False,True
YMCA of Greater Toronto,20 Union Street,Ontario,Brampton,L6V 1R2,905-451-9622, ,False,False,False,False,False,False,False,False,False,False,False,False,False,True
YMCA of Greater Toronto,2200 Yonge Street Unit 300,Ontario,Toronto,M4S 2C6,416-928-2030,memberservices@ymcagta.org,False,False,False,False,False,False,False,False,True,False,False,False,False,True
YMCA of Greater Toronto,230 Town Centre Court,Ontario,Scarborough,M1P 4Y7,416-925-5462, ,True,False,True,False,True,False,True,False,False,False,True,False,False,True
YMCA of Greater Toronto,251 Consumers Road,Ontario,Toronto,M2J 4R3,416-502-2484 ext. 33401, ,True,False,True,False,True,False,True,False,False,False,True,False,False,False
YMCA of Greater Toronto,55 City Centre Drive,Ontario,Mississauga,L5B 1M3,905-897-9622, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
YMCA of Greater Toronto ,20 Grosvenor Street 3rd floor,Ontario,Toronto,M4Y 2V5,416-975-9168 ext. 32400, ,True,False,True,False,True,False,True,False,False,False,True,False,False,True
YMCA of Greater Toronto ,4580 Dufferin Street 2nd floor,Ontario,Toronto,M3H 5Y2,416-630-0330, ,True,False,True,False,True,False,True,False,False,False,True,False,False,True
YMCA of Greater Toronto ,578 Finch Avenue West,Ontario,Toronto,M2R 1N7,647-400-4730, ,True,False,True,False,True,False,False,False,False,False,True,False,False,False
YMCA of Greater Toronto (Toronto Reference Library),789 Yonge Street,Ontario,Toronto,M4W 2G8,416-917-6717, ,True,False,True,False,True,False,False,False,False,False,True,False,False,False
YMCA of Hamilton/Burlington/Brantford,211 Centennial Parkway North Unit 1 & 3,Ontario,Hamilton,L8E 1H8,905-662-9400, ,True,False,False,False,True,False,True,False,True,False,False,False,False,True
YMCA of Hamilton/Burlington/Brantford,25 Main Street West Suite 105,Ontario,Hamilton,L8P 2X8,905-526-8452, ,True,False,False,False,True,False,True,False,True,False,False,False,False,False
YMCA of Hamilton/Burlington/Brantford,38 Darling Street Suite 201,Ontario,Brantford,N3T 6A8,905-662-9400, ,True,False,False,False,True,False,False,False,True,False,False,False,False,True
